UTC,Heat load forecast [MW],L11 Heat storage energy [MWh],L11 EK plan [MW],Heat Storage (MW),estimate_soc,estimated_energy,Schedule
2024-12-06 15:00:00+00:00,4.26,56.04413793,0,-4.26,0.934068966,56.04413793,56.04413793
2024-12-06 15:15:00+00:00,4.26,55.05517241,0,-4.26,0.917586207,55.05517241,55.05517241
2024-12-06 15:30:00+00:00,4.26,54.0662069,0,-4.26,0.901103448,54.0662069,54.0662069
2024-12-06 15:45:00+00:00,4.26,53.07724138,0,-4.26,0.88462069,53.07724138,53.07724138
2024-12-06 16:00:00+00:00,3.94,52.08827586,0,-3.94,0.868137931,52.08827586,52.08827586
2024-12-06 16:15:00+00:00,3.94,51.09931034,0,-3.94,0.851655172,51.09931034,51.09931034
2024-12-06 16:30:00+00:00,3.94,50.11034483,0,-3.94,0.835172414,50.11034483,50.11034483
2024-12-06 16:45:00+00:00,3.94,49.12137931,0,-3.94,0.818689655,49.12137931,49.12137931
2024-12-06 17:00:00+00:00,3.73,48.13241379,0,-3.73,0.802206897,48.13241379,48.13241379
2024-12-06 17:15:00+00:00,3.73,47.14344828,0,-3.73,0.785724138,47.14344828,47.14344828
2024-12-06 17:30:00+00:00,3.73,46.15448276,0,-3.73,0.769241379,46.15448276,46.15448276
2024-12-06 17:45:00+00:00,3.73,45.16551724,0,-3.73,0.752758621,45.16551724,45.16551724
2024-12-06 18:00:00+00:00,3.64,44.17655172,0,-3.64,0.736275862,44.17655172,44.17655172
2024-12-06 18:15:00+00:00,3.64,43.18758621,0,-3.64,0.719793103,43.18758621,43.18758621
2024-12-06 18:30:00+00:00,3.64,42.19862069,0,-3.64,0.703310345,42.19862069,42.19862069
2024-12-06 18:45:00+00:00,3.64,41.20965517,0,-3.64,0.686827586,41.20965517,41.20965517
2024-12-06 19:00:00+00:00,3.59,40.22068966,0,-3.59,0.670344828,40.22068966,40.22068966
2024-12-06 19:15:00+00:00,3.59,39.23172414,0,-3.59,0.653862069,39.23172414,39.23172414
2024-12-06 19:30:00+00:00,3.59,38.24275862,0,-3.59,0.63737931,38.24275862,38.24275862
2024-12-06 19:45:00+00:00,3.59,37.2537931,0,-3.59,0.620896552,37.2537931,37.2537931
2024-12-06 20:00:00+00:00,3.47,36.26482759,2.53,-0.94,0.604413793,36.26482759,36.26482759
2024-12-06 20:15:00+00:00,3.47,35.48436897,2.53,-0.94,0.591406149,35.48436897,35.48436897
2024-12-06 20:30:00+00:00,3.47,34.70391034,2.53,-0.94,0.578398506,34.70391034,34.70391034
2024-12-06 20:45:00+00:00,3.47,33.92345172,2.53,-0.94,0.565390862,33.92345172,33.92345172
2024-12-06 21:00:00+00:00,3.39,33.1429931,2.45,-0.94,0.552383218,33.1429931,33.1429931
2024-12-06 21:15:00+00:00,3.39,32.35594138,2.45,-0.94,0.53926569,32.35594138,32.35594138
2024-12-06 21:30:00+00:00,3.39,31.56888966,2.45,-0.94,0.526148161,31.56888966,31.56888966
2024-12-06 21:45:00+00:00,3.39,30.78183793,2.45,-0.94,0.513030632,30.78183793,30.78183793
2024-12-06 22:00:00+00:00,3.55,29.99478621,2.71,-0.84,0.499913103,29.99478621,29.99478621
2024-12-06 22:15:00+00:00,3.55,29.22916207,2.71,-0.84,0.487152701,29.22916207,29.22916207
2024-12-06 22:30:00+00:00,3.55,28.46353793,2.71,-0.84,0.474392299,28.46353793,28.46353793
2024-12-06 22:45:00+00:00,3.55,27.69791379,2.71,-0.84,0.461631897,27.69791379,27.69791379
2024-12-06 23:00:00+00:00,3.38,26.93228966,0,-3.38,0.448871494,26.93228966,26.93228966
2024-12-06 23:15:00+00:00,3.38,25.94332414,0,-3.38,0.432388736,25.94332414,25.94332414
2024-12-06 23:30:00+00:00,3.38,24.95435862,0,-3.38,0.415905977,24.95435862,24.95435862
2024-12-06 23:45:00+00:00,3.38,23.9653931,0,-3.38,0.399423218,23.9653931,23.9653931
2024-12-07 00:00:00+00:00,3.3,22.97642759,0,-3.3,0.38294046,22.97642759,22.97642759
2024-12-07 00:15:00+00:00,3.3,21.98746207,0,-3.3,0.366457701,21.98746207,21.98746207
2024-12-07 00:30:00+00:00,3.3,20.99849655,0,-3.3,0.349974943,20.99849655,20.99849655
2024-12-07 00:45:00+00:00,3.3,20.00953103,0,-3.3,0.333492184,20.00953103,20.00953103
2024-12-07 01:00:00+00:00,3.38,19.02056552,0,-3.38,0.317009425,19.02056552,19.02056552
2024-12-07 01:15:00+00:00,3.38,18.0316,0,-3.38,0.300526667,18.0316,18.0316
2024-12-07 01:30:00+00:00,3.38,17.04263448,0,-3.38,0.284043908,17.04263448,17.04263448
2024-12-07 01:45:00+00:00,3.38,16.05366897,0,-3.38,0.267561149,16.05366897,16.05366897
2024-12-07 02:00:00+00:00,3.41,15.06470345,0,-3.41,0.251078391,15.06470345,15.06470345
2024-12-07 02:15:00+00:00,3.41,14.07573793,0,-3.41,0.234595632,14.07573793,14.07573793
2024-12-07 02:30:00+00:00,3.41,13.08677241,0,-3.41,0.218112874,13.08677241,13.08677241
2024-12-07 02:45:00+00:00,3.41,12.0978069,0,-3.41,0.201630115,12.0978069,12.0978069
2024-12-07 03:00:00+00:00,3.4,11.10884138,0,-3.4,0.185147356,11.10884138,11.10884138
2024-12-07 03:15:00+00:00,3.4,10.11987586,0,-3.4,0.168664598,10.11987586,10.11987586
2024-12-07 03:30:00+00:00,3.4,9.130910345,0,-3.4,0.152181839,9.130910345,9.130910345
2024-12-07 03:45:00+00:00,3.4,8.141944828,0,-3.4,0.13569908,8.141944828,8.141944828
2024-12-07 04:00:00+00:00,3.46,7.15297931,0,-3.46,0.119216322,7.15297931,7.15297931
2024-12-07 04:15:00+00:00,3.46,6.164013793,0,-3.46,0.102733563,6.164013793,6.164013793
2024-12-07 04:30:00+00:00,3.46,5.175048276,0,-3.46,0.086250805,5.175048276,5.175048276
2024-12-07 04:45:00+00:00,3.46,4.186082759,0,-3.46,0.069768046,4.186082759,4.186082759
2024-12-07 05:00:00+00:00,3.65,3.197117241,0,-3.65,0.053285287,3.197117241,3.197117241
2024-12-07 05:15:00+00:00,3.65,2.208151724,0,-3.65,0.036802529,2.208151724,2.208151724
2024-12-07 05:30:00+00:00,3.65,1.219186207,0,-3.65,0.02031977,1.219186207,1.219186207
2024-12-07 05:45:00+00:00,3.65,0.23022069,0,-3.65,0.003837011,0.23022069,0.23022069
2024-12-07 06:00:00+00:00,3.77,0,0,-3.77,0,0,0
2024-12-07 06:15:00+00:00,3.77,0,0,-3.77,0,0,0
2024-12-07 06:30:00+00:00,3.77,0,0,-3.77,0,0,0
2024-12-07 06:45:00+00:00,3.77,0,0,-3.77,0,0,0
2024-12-07 07:00:00+00:00,3.74,0,0,-3.74,0,0,0
2024-12-07 07:15:00+00:00,3.74,0,0,-3.74,0,0,0
2024-12-07 07:30:00+00:00,3.74,0,0,-3.74,0,0,0
2024-12-07 07:45:00+00:00,3.74,0,0,-3.74,0,0,0
2024-12-07 08:00:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-07 08:15:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-07 08:30:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-07 08:45:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-07 09:00:00+00:00,3.2,0,0,-3.2,0,0,0
2024-12-07 09:15:00+00:00,3.2,0,0,-3.2,0,0,0
2024-12-07 09:30:00+00:00,3.2,0,0,-3.2,0,0,0
2024-12-07 09:45:00+00:00,3.2,0,0,-3.2,0,0,0
2024-12-07 10:00:00+00:00,3.08,0,0,-3.08,0,0,0
2024-12-07 10:15:00+00:00,3.08,0,0,-3.08,0,0,0
2024-12-07 10:30:00+00:00,3.08,0,0,-3.08,0,0,0
2024-12-07 10:45:00+00:00,3.08,0,0,-3.08,0,0,0
2024-12-07 11:00:00+00:00,3.03,0,0,-3.03,0,0,0
2024-12-07 11:15:00+00:00,3.03,0,0,-3.03,0,0,0
2024-12-07 11:30:00+00:00,3.03,0,0,-3.03,0,0,0
2024-12-07 11:45:00+00:00,3.03,0,0,-3.03,0,0,0
2024-12-07 12:00:00+00:00,3.16,0,0,-3.16,0,0,0
2024-12-07 12:15:00+00:00,3.16,0,0,-3.16,0,0,0
2024-12-07 12:30:00+00:00,3.16,0,0,-3.16,0,0,0
2024-12-07 12:45:00+00:00,3.16,0,0,-3.16,0,0,0
2024-12-07 13:00:00+00:00,3.36,0,0,-3.36,0,0,0
2024-12-07 13:15:00+00:00,3.36,0,0,-3.36,0,0,0
2024-12-07 13:30:00+00:00,3.36,0,0,-3.36,0,0,0
2024-12-07 13:45:00+00:00,3.36,0,0,-3.36,0,0,0
2024-12-07 14:00:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-07 14:15:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-07 14:30:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-07 14:45:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-07 15:00:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 15:15:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 15:30:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 15:45:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 16:00:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 16:15:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 16:30:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 16:45:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-07 17:00:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 17:15:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 17:30:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 17:45:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 18:00:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 18:15:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 18:30:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 18:45:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 19:00:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 19:15:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 19:30:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 19:45:00+00:00,3.62,0,0,-3.62,0,0,0
2024-12-07 20:00:00+00:00,3.7,0,0,-3.7,0,0,0
2024-12-07 20:15:00+00:00,3.7,0,0,-3.7,0,0,0
2024-12-07 20:30:00+00:00,3.7,0,0,-3.7,0,0,0
2024-12-07 20:45:00+00:00,3.7,0,0,-3.7,0,0,0
2024-12-07 21:00:00+00:00,3.68,0,0,-3.68,0,0,0
2024-12-07 21:15:00+00:00,3.68,0,0,-3.68,0,0,0
2024-12-07 21:30:00+00:00,3.68,0,0,-3.68,0,0,0
2024-12-07 21:45:00+00:00,3.68,0,0,-3.68,0,0,0
2024-12-07 22:00:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 22:15:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 22:30:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 22:45:00+00:00,3.55,0,0,-3.55,0,0,0
2024-12-07 23:00:00+00:00,3.44,0,0,-3.44,0,0,0
2024-12-07 23:15:00+00:00,3.44,0,0,-3.44,0,0,0
2024-12-07 23:30:00+00:00,3.44,0,0,-3.44,0,0,0
2024-12-07 23:45:00+00:00,3.44,0,0,-3.44,0,0,0
2024-12-08 00:00:00+00:00,3.45,0,0,-3.45,0,0,0
2024-12-08 00:15:00+00:00,3.45,0,0,-3.45,0,0,0
2024-12-08 00:30:00+00:00,3.45,0,0,-3.45,0,0,0
2024-12-08 00:45:00+00:00,3.45,0,0,-3.45,0,0,0
2024-12-08 01:00:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 01:15:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 01:30:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 01:45:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 02:00:00+00:00,3.53,0,0,-3.53,0,0,0
2024-12-08 02:15:00+00:00,3.53,0,0,-3.53,0,0,0
2024-12-08 02:30:00+00:00,3.53,0,0,-3.53,0,0,0
2024-12-08 02:45:00+00:00,3.53,0,0,-3.53,0,0,0
2024-12-08 03:00:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 03:15:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 03:30:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 03:45:00+00:00,3.5,0,0,-3.5,0,0,0
2024-12-08 04:00:00+00:00,3.51,0,0,-3.51,0,0,0
2024-12-08 04:15:00+00:00,3.51,0,0,-3.51,0,0,0
2024-12-08 04:30:00+00:00,3.51,0,0,-3.51,0,0,0
2024-12-08 04:45:00+00:00,3.51,0,0,-3.51,0,0,0
2024-12-08 05:00:00+00:00,3.58,0,0,-3.58,0,0,0
2024-12-08 05:15:00+00:00,3.58,0,0,-3.58,0,0,0
2024-12-08 05:30:00+00:00,3.58,0,0,-3.58,0,0,0
2024-12-08 05:45:00+00:00,3.58,0,0,-3.58,0,0,0
2024-12-08 06:00:00+00:00,3.64,0,0,-3.64,0,0,0
2024-12-08 06:15:00+00:00,3.64,0,0,-3.64,0,0,0
2024-12-08 06:30:00+00:00,3.64,0,0,-3.64,0,0,0
2024-12-08 06:45:00+00:00,3.64,0,0,-3.64,0,0,0
2024-12-08 07:00:00+00:00,3.6,0,0,-3.6,0,0,0
2024-12-08 07:15:00+00:00,3.6,0,0,-3.6,0,0,0
2024-12-08 07:30:00+00:00,3.6,0,0,-3.6,0,0,0
2024-12-08 07:45:00+00:00,3.6,0,0,-3.6,0,0,0
2024-12-08 08:00:00+00:00,3.47,0,0,-3.47,0,0,0
2024-12-08 08:15:00+00:00,3.47,0,0,-3.47,0,0,0
2024-12-08 08:30:00+00:00,3.47,0,0,-3.47,0,0,0
2024-12-08 08:45:00+00:00,3.47,0,0,-3.47,0,0,0
2024-12-08 09:00:00+00:00,3.37,0,0,-3.37,0,0,0
2024-12-08 09:15:00+00:00,3.37,0,0,-3.37,0,0,0
2024-12-08 09:30:00+00:00,3.37,0,0,-3.37,0,0,0
2024-12-08 09:45:00+00:00,3.37,0,0,-3.37,0,0,0
2024-12-08 10:00:00+00:00,3.33,0,0,-3.33,0,0,0
2024-12-08 10:15:00+00:00,3.33,0,0,-3.33,0,0,0
2024-12-08 10:30:00+00:00,3.33,0,0,-3.33,0,0,0
2024-12-08 10:45:00+00:00,3.33,0,0,-3.33,0,0,0
2024-12-08 11:00:00+00:00,3.35,0,0,-3.35,0,0,0
2024-12-08 11:15:00+00:00,3.35,0,0,-3.35,0,0,0
2024-12-08 11:30:00+00:00,3.35,0,0,-3.35,0,0,0
2024-12-08 11:45:00+00:00,3.35,0,0,-3.35,0,0,0
2024-12-08 12:00:00+00:00,3.42,0,0,-3.42,0,0,0
2024-12-08 12:15:00+00:00,3.42,0,0,-3.42,0,0,0
2024-12-08 12:30:00+00:00,3.42,0,0,-3.42,0,0,0
2024-12-08 12:45:00+00:00,3.42,0,0,-3.42,0,0,0
2024-12-08 13:00:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-08 13:15:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-08 13:30:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-08 13:45:00+00:00,3.56,0,0,-3.56,0,0,0
2024-12-08 14:00:00+00:00,3.79,0,0,-3.79,0,0,0
2024-12-08 14:15:00+00:00,3.79,0,0,-3.79,0,0,0
2024-12-08 14:30:00+00:00,3.79,0,0,-3.79,0,0,0
2024-12-08 14:45:00+00:00,3.79,0,0,-3.79,0,0,0
2024-12-08 15:00:00+00:00,3.95,0,0,-3.95,0,0,0
2024-12-08 15:15:00+00:00,3.95,0,0,-3.95,0,0,0
2024-12-08 15:30:00+00:00,3.95,0,0,-3.95,0,0,0
2024-12-08 15:45:00+00:00,3.95,0,0,-3.95,0,0,0
2024-12-08 16:00:00+00:00,3.96,0,0,-3.96,0,0,0
2024-12-08 16:15:00+00:00,3.96,0,0,-3.96,0,0,0
2024-12-08 16:30:00+00:00,3.96,0,0,-3.96,0,0,0
2024-12-08 16:45:00+00:00,3.96,0,0,-3.96,0,0,0
2024-12-08 17:00:00+00:00,3.84,0,0,-3.84,0,0,0
2024-12-08 17:15:00+00:00,3.84,0,0,-3.84,0,0,0
2024-12-08 17:30:00+00:00,3.84,0,0,-3.84,0,0,0
2024-12-08 17:45:00+00:00,3.84,0,0,-3.84,0,0,0
2024-12-08 18:00:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-08 18:15:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-08 18:30:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-08 18:45:00+00:00,3.72,0,0,-3.72,0,0,0
2024-12-08 19:00:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 19:15:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 19:30:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 19:45:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 20:00:00+00:00,3.78,0,0,-3.78,0,0,0
2024-12-08 20:15:00+00:00,3.78,0,0,-3.78,0,0,0
2024-12-08 20:30:00+00:00,3.78,0,0,-3.78,0,0,0
2024-12-08 20:45:00+00:00,3.78,0,0,-3.78,0,0,0
2024-12-08 21:00:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 21:15:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 21:30:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 21:45:00+00:00,3.73,0,0,-3.73,0,0,0
2024-12-08 22:00:00+00:00,3.65,0,0,-3.65,0,0,0
2024-12-08 22:15:00+00:00,3.65,0,0,-3.65,0,0,0
2024-12-08 22:30:00+00:00,3.65,0,0,-3.65,0,0,0
2024-12-08 22:45:00+00:00,3.65,0,0,-3.65,0,0,0
