HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2025-03-10 22:00:00,2025-03-10T23:00:00,DK1,730.550258,97.949997
2025-03-10 21:00:00,2025-03-10T22:00:00,DK1,789.247888,105.82
2025-03-10 20:00:00,2025-03-10T21:00:00,DK1,863.831888,115.82
2025-03-10 19:00:00,2025-03-10T20:00:00,DK1,918.874858,123.199997
2025-03-10 18:00:00,2025-03-10T19:00:00,DK1,1170.148369,156.889999
2025-03-10 17:00:00,2025-03-10T18:00:00,DK1,1233.246485,165.350006
2025-03-10 16:00:00,2025-03-10T17:00:00,DK1,1051.261458,140.949997
2025-03-10 15:00:00,2025-03-10T16:00:00,DK1,771.347713,103.419998
2025-03-10 14:00:00,2025-03-10T15:00:00,DK1,719.810199,96.510002
2025-03-10 13:00:00,2025-03-10T14:00:00,DK1,625.834374,83.910004
2025-03-10 12:00:00,2025-03-10T13:00:00,DK1,576.683488,77.32
2025-03-10 11:00:00,2025-03-10T12:00:00,DK1,566.987546,76.019997
2025-03-10 10:00:00,2025-03-10T11:00:00,DK1,580.86017,77.879997
2025-03-10 09:00:00,2025-03-10T10:00:00,DK1,629.33977,84.379997
2025-03-10 08:00:00,2025-03-10T09:00:00,DK1,737.48657,98.879997
2025-03-10 07:00:00,2025-03-10T08:00:00,DK1,999.127316,133.960007
2025-03-10 06:00:00,2025-03-10T07:00:00,DK1,1144.267713,153.419998
2025-03-10 05:00:00,2025-03-10T06:00:00,DK1,1075.8742,144.25
2025-03-10 04:00:00,2025-03-10T05:00:00,DK1,754.342569,101.139999
2025-03-10 03:00:00,2025-03-10T04:00:00,DK1,671.106854,89.980003
2025-03-10 02:00:00,2025-03-10T03:00:00,DK1,722.49523,96.870003
2025-03-10 01:00:00,2025-03-10T02:00:00,DK1,721.227258,96.699997
2025-03-10 00:00:00,2025-03-10T01:00:00,DK1,707.951313,94.919998
2025-03-09 23:00:00,2025-03-10T00:00:00,DK1,714.813026,95.839996
