HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2025-03-14 22:00:00,2025-03-14T23:00:00,DK1,784.578702,105.169998
2025-03-14 21:00:00,2025-03-14T22:00:00,DK1,850.4514,114.0
2025-03-14 20:00:00,2025-03-14T21:00:00,DK1,830.980532,111.389999
2025-03-14 19:00:00,2025-03-14T20:00:00,DK1,969.887564,130.009995
2025-03-14 18:00:00,2025-03-14T19:00:00,DK1,1125.803721,150.910004
2025-03-14 17:00:00,2025-03-14T18:00:00,DK1,1158.777348,155.330002
2025-03-14 16:00:00,2025-03-14T17:00:00,DK1,1053.216866,141.179993
2025-03-14 15:00:00,2025-03-14T16:00:00,DK1,911.773429,122.220001
2025-03-14 14:00:00,2025-03-14T15:00:00,DK1,794.50065,106.5
2025-03-14 13:00:00,2025-03-14T14:00:00,DK1,786.145316,105.379997
2025-03-14 12:00:00,2025-03-14T13:00:00,DK1,780.177273,104.580002
2025-03-14 11:00:00,2025-03-14T12:00:00,DK1,779.58045,104.5
2025-03-14 10:00:00,2025-03-14T11:00:00,DK1,793.38162,106.349998
2025-03-14 09:00:00,2025-03-14T10:00:00,DK1,835.5312,112.0
2025-03-14 08:00:00,2025-03-14T09:00:00,DK1,985.404579,132.089996
2025-03-14 07:00:00,2025-03-14T08:00:00,DK1,1156.3155,155.0
2025-03-14 06:00:00,2025-03-14T07:00:00,DK1,1157.136118,155.110001
2025-03-14 05:00:00,2025-03-14T06:00:00,DK1,1066.719736,142.990005
2025-03-14 04:00:00,2025-03-14T05:00:00,DK1,850.376784,113.989998
2025-03-14 03:00:00,2025-03-14T04:00:00,DK1,785.548552,105.300003
2025-03-14 02:00:00,2025-03-14T03:00:00,DK1,774.582198,103.830002
2025-03-14 01:00:00,2025-03-14T02:00:00,DK1,790.024605,105.900002
2025-03-14 00:00:00,2025-03-14T01:00:00,DK1,790.7706,106.0
2025-03-13 23:00:00,2025-03-14T00:00:00,DK1,813.822279,109.089996
2025-03-13 22:00:00,2025-03-13T23:00:00,DK1,832.815593,111.629997
2025-03-13 21:00:00,2025-03-13T22:00:00,DK1,921.222562,123.480003
2025-03-13 20:00:00,2025-03-13T21:00:00,DK1,1012.31526,135.690002
2025-03-13 19:00:00,2025-03-13T20:00:00,DK1,1111.6145,149.0
2025-03-13 18:00:00,2025-03-13T19:00:00,DK1,1294.172942,173.470001
2025-03-13 17:00:00,2025-03-13T18:00:00,DK1,1238.816047,166.050003
2025-03-13 16:00:00,2025-03-13T17:00:00,DK1,1064.24028,142.649994
2025-03-13 15:00:00,2025-03-13T16:00:00,DK1,906.226942,121.470001
2025-03-13 14:00:00,2025-03-13T15:00:00,DK1,820.58038,109.989998
2025-03-13 13:00:00,2025-03-13T14:00:00,DK1,802.302177,107.540001
2025-03-13 12:00:00,2025-03-13T13:00:00,DK1,807.375317,108.220001
2025-03-13 11:00:00,2025-03-13T12:00:00,DK1,820.72962,110.010002
2025-03-13 10:00:00,2025-03-13T11:00:00,DK1,825.877328,110.699997
2025-03-13 09:00:00,2025-03-13T10:00:00,DK1,923.386063,123.769997
2025-03-13 08:00:00,2025-03-13T09:00:00,DK1,1105.123902,148.130005
2025-03-13 07:00:00,2025-03-13T08:00:00,DK1,1178.982808,158.029999
2025-03-13 06:00:00,2025-03-13T07:00:00,DK1,1192.710098,159.869995
2025-03-13 05:00:00,2025-03-13T06:00:00,DK1,992.171932,132.990005
2025-03-13 04:00:00,2025-03-13T05:00:00,DK1,789.917718,105.879997
2025-03-13 03:00:00,2025-03-13T04:00:00,DK1,733.74016,98.349998
2025-03-13 02:00:00,2025-03-13T03:00:00,DK1,721.504948,96.709999
2025-03-13 01:00:00,2025-03-13T02:00:00,DK1,738.440312,98.980003
2025-03-13 00:00:00,2025-03-13T01:00:00,DK1,762.836125,102.25
2025-03-12 23:00:00,2025-03-13T00:00:00,DK1,809.613438,108.519997
2025-03-12 22:00:00,2025-03-12T23:00:00,DK1,819.829711,109.910004
2025-03-12 21:00:00,2025-03-12T22:00:00,DK1,895.092,120.0
2025-03-12 20:00:00,2025-03-12T21:00:00,DK1,986.092998,132.199997
2025-03-12 19:00:00,2025-03-12T20:00:00,DK1,1104.319777,148.050003
2025-03-12 18:00:00,2025-03-12T19:00:00,DK1,1338.833896,179.490005
2025-03-12 17:00:00,2025-03-12T18:00:00,DK1,1443.410404,193.509995
2025-03-12 16:00:00,2025-03-12T17:00:00,DK1,1086.119558,145.610001
2025-03-12 15:00:00,2025-03-12T16:00:00,DK1,929.77683,124.650002
2025-03-12 14:00:00,2025-03-12T15:00:00,DK1,878.234419,117.739998
2025-03-12 13:00:00,2025-03-12T14:00:00,DK1,758.21753,101.650002
2025-03-12 12:00:00,2025-03-12T13:00:00,DK1,745.238711,99.910004
2025-03-12 11:00:00,2025-03-12T12:00:00,DK1,731.513937,98.07
2025-03-12 10:00:00,2025-03-12T11:00:00,DK1,743.597694,99.690002
2025-03-12 09:00:00,2025-03-12T10:00:00,DK1,765.452864,102.620003
2025-03-12 08:00:00,2025-03-12T09:00:00,DK1,932.3875,125.0
2025-03-12 07:00:00,2025-03-12T08:00:00,DK1,1107.005061,148.410004
2025-03-12 06:00:00,2025-03-12T07:00:00,DK1,1116.776459,149.720001
2025-03-12 05:00:00,2025-03-12T06:00:00,DK1,1014.064623,135.949997
2025-03-12 04:00:00,2025-03-12T05:00:00,DK1,795.065439,106.589996
2025-03-12 03:00:00,2025-03-12T04:00:00,DK1,759.336402,101.800003
2025-03-12 02:00:00,2025-03-12T03:00:00,DK1,726.367136,97.379997
2025-03-12 01:00:00,2025-03-12T02:00:00,DK1,729.425396,97.790001
2025-03-12 00:00:00,2025-03-12T01:00:00,DK1,746.581289,100.089996
2025-03-11 23:00:00,2025-03-12T00:00:00,DK1,758.814265,101.730003
2025-03-11 22:00:00,2025-03-11T23:00:00,DK1,800.616828,107.339996
2025-03-11 21:00:00,2025-03-11T22:00:00,DK1,904.367375,121.25
2025-03-11 20:00:00,2025-03-11T21:00:00,DK1,975.896278,130.839996
2025-03-11 19:00:00,2025-03-11T20:00:00,DK1,1080.989339,144.929993
2025-03-11 18:00:00,2025-03-11T19:00:00,DK1,1265.517614,169.669998
2025-03-11 17:00:00,2025-03-11T18:00:00,DK1,1371.878639,183.929993
2025-03-11 16:00:00,2025-03-11T17:00:00,DK1,1136.258328,152.339996
2025-03-11 15:00:00,2025-03-11T16:00:00,DK1,929.950716,124.68
2025-03-11 14:00:00,2025-03-11T15:00:00,DK1,841.639678,112.839996
2025-03-11 13:00:00,2025-03-11T14:00:00,DK1,763.39793,102.349998
2025-03-11 12:00:00,2025-03-11T13:00:00,DK1,733.786884,98.379997
2025-03-11 11:00:00,2025-03-11T12:00:00,DK1,719.317043,96.440002
2025-03-11 10:00:00,2025-03-11T11:00:00,DK1,727.074098,97.480003
2025-03-11 09:00:00,2025-03-11T10:00:00,DK1,760.7874,102.0
2025-03-11 08:00:00,2025-03-11T09:00:00,DK1,958.666704,128.529999
2025-03-11 07:00:00,2025-03-11T08:00:00,DK1,1092.625,146.490005
2025-03-11 06:00:00,2025-03-11T07:00:00,DK1,1141.031896,152.979996
2025-03-11 05:00:00,2025-03-11T06:00:00,DK1,846.935407,113.550003
2025-03-11 04:00:00,2025-03-11T05:00:00,DK1,771.900848,103.489998
2025-03-11 03:00:00,2025-03-11T04:00:00,DK1,764.591352,102.510002
2025-03-11 02:00:00,2025-03-11T03:00:00,DK1,749.59935,100.5
2025-03-11 01:00:00,2025-03-11T02:00:00,DK1,743.856173,99.730003
2025-03-11 00:00:00,2025-03-11T01:00:00,DK1,759.295682,101.800003
2025-03-10 23:00:00,2025-03-11T00:00:00,DK1,778.613686,104.389999
