HourUTC,HourDK,PriceArea,SpotPriceDKK,SpotPriceEUR
2025-04-04 00:00:00,2025-04-04T02:00:00,DK1,757.895026,101.57
2025-04-03 23:00:00,2025-04-04T01:00:00,DK1,745.433835,99.900002
2025-04-03 22:00:00,2025-04-04T00:00:00,DK1,783.265153,104.970001
2025-04-03 21:00:00,2025-04-03T23:00:00,DK1,766.126284,102.68
2025-04-03 20:00:00,2025-04-03T22:00:00,DK1,844.693766,113.209999
2025-04-03 19:00:00,2025-04-03T21:00:00,DK1,1022.421932,137.029999
2025-04-03 18:00:00,2025-04-03T20:00:00,DK1,1143.891888,153.309998
2025-04-03 17:00:00,2025-04-03T19:00:00,DK1,1200.597813,160.910004
2025-04-03 16:00:00,2025-04-03T18:00:00,DK1,972.655075,130.360001
2025-04-03 15:00:00,2025-04-03T17:00:00,DK1,559.5975,75.0
2025-04-03 14:00:00,2025-04-03T16:00:00,DK1,120.052317,16.09
2025-04-03 13:00:00,2025-04-03T15:00:00,DK1,-2.014551,-0.27
2025-04-03 12:00:00,2025-04-03T14:00:00,DK1,-43.648605,-5.85
2025-04-03 11:00:00,2025-04-03T13:00:00,DK1,-62.67492,-8.4
2025-04-03 10:00:00,2025-04-03T12:00:00,DK1,-8.878947,-1.19
2025-04-03 09:00:00,2025-04-03T11:00:00,DK1,-1.193808,-0.16
2025-04-03 08:00:00,2025-04-03T10:00:00,DK1,301.958818,40.470001
2025-04-03 07:00:00,2025-04-03T09:00:00,DK1,590.26345,79.110001
2025-04-03 06:00:00,2025-04-03T08:00:00,DK1,994.591312,133.300003
2025-04-03 05:00:00,2025-04-03T07:00:00,DK1,1214.475831,162.770004
2025-04-03 04:00:00,2025-04-03T06:00:00,DK1,967.805275,129.710007
2025-04-03 03:00:00,2025-04-03T05:00:00,DK1,643.313293,86.220001
2025-04-03 02:00:00,2025-04-03T04:00:00,DK1,529.7523,71.0
2025-04-03 01:00:00,2025-04-03T03:00:00,DK1,514.456613,68.949997
2025-04-03 00:00:00,2025-04-03T02:00:00,DK1,499.9071,67.0
2025-04-02 23:00:00,2025-04-03T01:00:00,DK1,499.9071,67.0
2025-04-02 22:00:00,2025-04-03T00:00:00,DK1,499.9071,67.0
2025-04-02 21:00:00,2025-04-02T23:00:00,DK1,532.946373,71.43
2025-04-02 20:00:00,2025-04-02T22:00:00,DK1,616.510671,82.629997
2025-04-02 19:00:00,2025-04-02T21:00:00,DK1,716.787877,96.07
2025-04-02 18:00:00,2025-04-02T20:00:00,DK1,850.5654,114.0
2025-04-02 17:00:00,2025-04-02T19:00:00,DK1,935.24887,125.349998
2025-04-02 16:00:00,2025-04-02T18:00:00,DK1,662.844094,88.839996
2025-04-02 15:00:00,2025-04-02T17:00:00,DK1,114.677107,15.37
2025-04-02 14:00:00,2025-04-02T16:00:00,DK1,-3.357495,-0.45
2025-04-02 13:00:00,2025-04-02T15:00:00,DK1,-12.012371,-1.61
2025-04-02 12:00:00,2025-04-02T14:00:00,DK1,-16.339809,-2.19
2025-04-02 11:00:00,2025-04-02T13:00:00,DK1,-16.265198,-2.18
2025-04-02 10:00:00,2025-04-02T12:00:00,DK1,-18.428917,-2.47
2025-04-02 09:00:00,2025-04-02T11:00:00,DK1,0.0,0.0
2025-04-02 08:00:00,2025-04-02T10:00:00,DK1,360.968025,48.380001
2025-04-02 07:00:00,2025-04-02T09:00:00,DK1,632.253599,84.739998
2025-04-02 06:00:00,2025-04-02T08:00:00,DK1,930.399148,124.699997
2025-04-02 05:00:00,2025-04-02T07:00:00,DK1,1121.477926,150.309998
2025-04-02 04:00:00,2025-04-02T06:00:00,DK1,849.371594,113.839996
2025-04-02 03:00:00,2025-04-02T05:00:00,DK1,613.153198,82.18
2025-04-02 02:00:00,2025-04-02T04:00:00,DK1,514.069805,68.900002
2025-04-02 01:00:00,2025-04-02T03:00:00,DK1,507.130974,67.970001
2025-04-02 00:00:00,2025-04-02T02:00:00,DK1,498.401502,66.800003
2025-04-01 23:00:00,2025-04-02T01:00:00,DK1,499.371423,66.93
2025-04-01 22:00:00,2025-04-02T00:00:00,DK1,507.802451,68.059998
2025-04-01 21:00:00,2025-04-01T23:00:00,DK1,592.824098,79.449997
2025-04-01 20:00:00,2025-04-01T22:00:00,DK1,713.627417,95.639999
2025-04-01 19:00:00,2025-04-01T21:00:00,DK1,827.491455,110.900002
2025-04-01 18:00:00,2025-04-01T20:00:00,DK1,1029.7008,138.0
2025-04-01 17:00:00,2025-04-01T19:00:00,DK1,1161.920359,155.720001
2025-04-01 16:00:00,2025-04-01T18:00:00,DK1,913.225217,122.389999
2025-04-01 15:00:00,2025-04-01T17:00:00,DK1,617.820502,82.800003
2025-04-01 14:00:00,2025-04-01T16:00:00,DK1,486.72019,65.230003
2025-04-01 13:00:00,2025-04-01T15:00:00,DK1,199.224727,26.700001
2025-04-01 12:00:00,2025-04-01T14:00:00,DK1,81.256824,10.89
2025-04-01 11:00:00,2025-04-01T13:00:00,DK1,86.330712,11.57
2025-04-01 10:00:00,2025-04-01T12:00:00,DK1,396.584055,53.150002
2025-04-01 09:00:00,2025-04-01T11:00:00,DK1,524.252031,70.260002
2025-04-01 08:00:00,2025-04-01T10:00:00,DK1,642.966057,86.169998
2025-04-01 07:00:00,2025-04-01T09:00:00,DK1,809.359759,108.470001
2025-04-01 06:00:00,2025-04-01T08:00:00,DK1,1189.155155,159.369995
2025-04-01 05:00:00,2025-04-01T07:00:00,DK1,1342.789588,179.960007
2025-04-01 04:00:00,2025-04-01T06:00:00,DK1,965.978788,129.460007
2025-04-01 03:00:00,2025-04-01T05:00:00,DK1,751.457729,100.709999
2025-04-01 02:00:00,2025-04-01T04:00:00,DK1,682.214088,91.43
2025-04-01 01:00:00,2025-04-01T03:00:00,DK1,697.6596,93.5
2025-04-01 00:00:00,2025-04-01T02:00:00,DK1,693.257286,92.910004
2025-03-31 23:00:00,2025-04-01T01:00:00,DK1,709.00121,95.019997
2025-03-31 22:00:00,2025-04-01T00:00:00,DK1,757.800081,101.559998
