time,aFRR_DownActivatedPriceEUR,aFRR_DOWN_Price_prediction
2025-03-25 12:55:00,35.671358024690754,8.48010380356677
2025-03-25 12:56:00,35.73101234567958,8.340634350240947
2025-03-25 12:57:00,35.790666666666695,8.188496731523067
2025-03-25 12:58:00,35.91499999999918,8.386992995107915
2025-03-25 12:59:00,32.839999999999755,8.49434072577411
2025-03-25 13:00:00,33.44299999999942,8.176124091781539
2025-03-25 13:01:00,34.179999999999204,36.3132816074091
2025-03-25 13:02:00,34.424242424242486,36.09768641908384
2025-03-25 13:03:00,34.66848484848406,35.957533630219906
2025-03-25 13:04:00,34.912727272727345,35.66381580181613
2025-03-25 13:05:00,35.15696969696892,35.304652409244724
2025-03-25 13:06:00,35.401212121212204,34.90817698041704
2025-03-25 13:07:00,35.64545454545378,34.57114914587065
2025-03-25 13:08:00,35.88969696969706,34.25625511819692
2025-03-25 13:09:00,36.13393939393864,33.91757391532717
2025-03-25 13:10:00,36.37818181818192,33.50522625924667
2025-03-25 13:11:00,36.6224242424235,33.224094826039675
2025-03-25 13:12:00,36.86666666666678,32.83247264999094
2025-03-25 13:13:00,37.11090909090836,32.56579178591135
2025-03-25 13:14:00,37.35515151515164,32.38246666044268
2025-03-25 13:15:00,37.59939393939322,32.07845805895062
2025-03-25 13:16:00,37.8436363636365,31.80298164514264
2025-03-25 13:17:00,38.087878787878076,31.542266594591048
2025-03-25 13:18:00,38.33212121212136,31.115950786729652
2025-03-25 13:19:00,38.576363636362935,30.565419370191776
2025-03-25 13:20:00,38.820606060606224,30.06091679284168
2025-03-25 13:21:00,39.0648484848478,29.30945567500169
2025-03-25 13:22:00,39.30909090909108,29.452332899356332
2025-03-25 13:23:00,39.55333333333266,29.146244701011916
2025-03-25 13:24:00,39.79757575757594,28.956424892702888
2025-03-25 13:25:00,40.04181818181752,28.46430406619802
2025-03-25 13:26:00,40.2860606060608,27.774724247933833
2025-03-25 13:27:00,40.53030303030238,26.97448645683264
2025-03-25 13:28:00,40.77454545454566,27.274903788561197
2025-03-25 13:29:00,41.018787878787236,27.151838575757218
2025-03-25 13:30:00,41.26303030303052,26.39514129696893
2025-03-25 13:31:00,41.507272727272095,40.443252520623275
2025-03-25 13:32:00,41.75151515151538,39.77750064071925
2025-03-25 13:33:00,41.995757575756954,39.38335560624214
2025-03-25 13:34:00,42.24000000000024,38.88359451417319
2025-03-25 13:35:00,42.48424242424181,38.000108227108456
2025-03-25 13:36:00,42.728484848485095,36.85731714626466
2025-03-25 13:37:00,42.97272727272667,35.82712753924136
2025-03-25 13:38:00,43.216969696969954,34.88137236203954
2025-03-25 13:39:00,43.46121212121153,33.59475205504653
2025-03-25 13:40:00,43.70545454545481,32.44885625096044
2025-03-25 13:41:00,43.9496969696964,30.896744219538395
2025-03-25 13:42:00,44.19393939393968,28.938429043754294
2025-03-25 13:43:00,44.438181818181256,25.672202457694066
2025-03-25 13:44:00,44.68242424242454,22.955582666433507
2025-03-25 13:45:00,44.926666666666115,23.27427090112275
2025-03-25 13:46:00,45.1709090909094,23.567927672493767
2025-03-25 13:47:00,45.415151515150974,22.268278674974347
2025-03-25 13:48:00,45.659393939394256,20.379178210285442
2025-03-25 13:49:00,45.90363636363583,19.131539545171723
2025-03-25 13:50:00,46.147878787879115,17.856948546339705
2025-03-25 13:51:00,46.39212121212069,17.123841285484005
2025-03-25 13:52:00,46.636363636363974,15.551453422202334
2025-03-25 13:53:00,46.88060606060555,14.297318514394469
2025-03-25 13:54:00,47.12484848484883,12.781823524878897
2025-03-25 13:55:00,47.36909090909041,12.220369826819553
2025-03-25 13:56:00,47.61333333333369,13.891518394593817
2025-03-25 13:57:00,47.85757575757527,14.494088412647546
2025-03-25 13:58:00,48.10181818181855,16.91665832017244
2025-03-25 13:59:00,48.34606060606013,17.761512121206607
2025-03-25 14:00:00,48.59030303030341,18.073564774190366
2025-03-25 14:01:00,48.834545454544994,50.1811311333439
2025-03-25 14:02:00,49.078787878788276,49.6290598749527
2025-03-25 14:03:00,49.32303030302985,49.10595104294609
2025-03-25 14:04:00,49.567272727273135,48.510275141795056
2025-03-25 14:05:00,49.81151515151471,47.97404555609737
2025-03-25 14:06:00,50.055757575757994,47.52088933365202
2025-03-25 14:07:00,50.29999999999957,47.155229755567326
2025-03-25 14:08:00,46.30033333333329,46.879361247600755
2025-03-25 14:09:00,34.842500000000705,46.71883305695368
2025-03-25 14:10:00,20.06499999999948,46.63099984758834
2025-03-25 14:11:00,15.05066666666726,46.52245466369544
2025-03-25 14:12:00,16.020500000000073,46.46734582593325
2025-03-25 14:13:00,19.23649999999943,46.37723754515251
2025-03-25 14:14:00,19.969999999999306,46.19963116841799
2025-03-25 14:15:00,21.982999999999983,45.91888939454153
2025-03-25 14:16:00,28.396500000000653,45.71307097848427
2025-03-25 14:17:00,32.839999999999755,45.439799260488314
2025-03-25 14:18:00,32.839999999999755,45.09948728374114
2025-03-25 14:19:00,37.39099999999918,44.74830366277762
2025-03-25 14:20:00,40.21999999999974,44.416759163589646
2025-03-25 14:21:00,43.73900000000012,44.13857406788936
2025-03-25 14:22:00,48.31900000000073,43.95965904540884
2025-03-25 14:23:00,41.47233333333338,43.84408275996342
2025-03-25 14:24:00,40.21999999999974,43.71773134826365
2025-03-25 14:25:00,40.21999999999974,43.71404568364749
2025-03-25 14:26:00,39.728000000000314,43.69647350817748
2025-03-25 14:27:00,40.21999999999974,43.78022172844818
2025-03-25 14:28:00,40.21999999999974,43.81336141019889
2025-03-25 14:29:00,36.28399999999918,43.768790282309
2025-03-25 14:30:00,31.935500000000253,43.63419404443565
2025-03-25 14:31:00,32.63900000000043,39.647992864161345
2025-03-25 14:32:00,23.277833333333472,39.92182569836862
2025-03-25 14:33:00,17.538999999999923,40.14606256656457
2025-03-25 14:34:00,7.3706666666669065,40.35641441776902
2025-03-25 14:35:00,1.6625000000004329,40.51414948167643
2025-03-25 14:36:00,0.7493333333335206,40.629976294967626
2025-03-25 14:37:00,3.8509999999991553,40.80882361808438
2025-03-25 14:38:00,9.183666666666776,40.98101919591521
2025-03-25 14:39:00,18.860333333333198,41.0256802904098
2025-03-25 14:40:00,24.538666666666394,40.95797920755236
2025-03-25 14:41:00,25.023333333333174,40.89612206455097
2025-03-25 14:42:00,20.110000000000724,40.83461436025379
2025-03-25 14:43:00,28.47383333333316,40.8103576390372
2025-03-25 14:44:00,26.809999999999675,40.83105725294129
2025-03-25 14:45:00,30.42799999999938,40.72853608849168
2025-03-25 14:46:00,34.80799999999918,40.70354298467307
2025-03-25 14:47:00,41.22800000000041,40.748124537533954
2025-03-25 14:48:00,49.79599999999924,40.77760851977931
2025-03-25 14:49:00,50.29999999999957,40.82973240088352
2025-03-25 14:50:00,44.36105263157811,40.97131208569535
2025-03-25 14:51:00,50.29999999999957,40.99179132424287
2025-03-25 14:52:00,50.29999999999957,40.99514659930721
2025-03-25 14:53:00,48.15066666666721,40.89573509764884
2025-03-25 14:54:00,48.15066666666721,40.70575953453599
2025-03-25 14:55:00,42.24000000000024,40.48577645687202
2025-03-25 14:56:00,42.407535121327655,40.12909514050115
2025-03-25 14:57:00,42.57507024265677,39.846859809273376
2025-03-25 14:58:00,42.74260536398418,39.75067230073169
2025-03-25 14:59:00,42.9101404853133,39.565557054587295
2025-03-25 15:00:00,43.07767560664072,39.38899295252962
2025-03-25 15:01:00,43.245210727969834,40.88177257851187
2025-03-25 15:02:00,43.412745849297245,40.98044475298919
2025-03-25 15:03:00,43.58028097062637,41.047097378604676
2025-03-25 15:04:00,43.74781609195378,41.1530571605233
2025-03-25 15:05:00,43.9153512132829,41.24731948239658
2025-03-25 15:06:00,44.082886334610315,41.28931654635075
2025-03-25 15:07:00,44.25042145593943,41.42987014883565
2025-03-25 15:08:00,44.41795657726684,41.56596514974562
2025-03-25 15:09:00,44.585491698595966,41.539583858153414
2025-03-25 15:10:00,44.75302681992338,41.438300645801554
2025-03-25 15:11:00,44.92056194125079,41.36441690816722
2025-03-25 15:12:00,45.08809706257991,41.29112732707324
2025-03-25 15:13:00,45.25563218390732,41.22229597901437
2025-03-25 15:14:00,45.42316730523644,41.15274924818081
2025-03-25 15:15:00,45.59070242656386,40.9927334167838
2025-03-25 15:16:00,45.758237547892975,40.85408145837185
2025-03-25 15:17:00,45.925772669220386,40.74098655695107
2025-03-25 15:18:00,46.09330779054951,40.67043522119251
2025-03-25 15:19:00,46.26084291187692,40.554662295957336
2025-03-25 15:20:00,46.42837803320604,40.70500045652547
2025-03-25 15:21:00,46.595913154533456,40.65095554606438
2025-03-25 15:22:00,46.76344827586257,40.50393876943648
2025-03-25 15:23:00,43.89000000000051,40.479165392515455
2025-03-25 15:24:00,49.01800000000078,40.40272092181899
2025-03-25 15:25:00,43.41200000000071,40.17197596860099
2025-03-25 15:26:00,42.23599999999937,39.752316358432196
2025-03-25 15:27:00,40.21999999999974,39.398017317473226
2025-03-25 15:28:00,40.21999999999974,39.29960590387468
2025-03-25 15:29:00,24.858333333333146,39.080503072502275
2025-03-25 15:30:00,19.969999999999306,38.94224642743557
2025-03-25 15:31:00,19.583000000000514,36.413295462747065
2025-03-25 15:32:00,10.35000000000049,36.993361538158126
2025-03-25 15:33:00,3.792499999999239,37.532190052705076
2025-03-25 15:34:00,2.575833333333764,37.965873477090845
2025-03-25 15:35:00,-0.09166666666668198,38.23238703970848
2025-03-25 15:36:00,-1.02900000000011,38.41553568741807
2025-03-25 15:37:00,-1.3399999999994487,38.59050797218385
2025-03-25 15:38:00,-1.3399999999994487,38.63196318798423
2025-03-25 15:39:00,-1.3399999999994487,38.47282752686101
2025-03-25 15:40:00,-1.3399999999994487,38.23746783447274
2025-03-25 15:41:00,-1.3399999999994487,38.04683131415565
2025-03-25 15:42:00,-1.3399999999994487,37.67977784763456
2025-03-25 15:43:00,-1.3399999999994487,37.47238513712282
2025-03-25 15:44:00,-1.3399999999994487,37.74425179461736
2025-03-25 15:45:00,-1.3399999999994487,37.844360505315635
2025-03-25 15:46:00,-1.3399999999994487,37.80704401992318
2025-03-25 15:47:00,-1.3399999999994487,37.925032536032056
2025-03-25 15:48:00,-1.3399999999994487,37.87532183365897
2025-03-25 15:49:00,-1.3399999999994487,37.82840792504542
2025-03-25 15:50:00,-1.3399999999994487,37.691894009151824
2025-03-25 15:51:00,-1.3399999999994487,37.38261164745097
2025-03-25 15:52:00,-0.8884999999994354,37.47939758255398
2025-03-25 15:53:00,0.7961666666670787,37.24081111899426
2025-03-25 15:54:00,3.9699999999994233,36.92303103294882
2025-03-25 15:55:00,10.810333333332629,36.43307822248467
2025-03-25 15:56:00,17.328000000000138,35.96491180730967
2025-03-25 15:57:00,19.850000000000527,35.476719998922164
2025-03-25 15:58:00,19.99800000000027,35.40216906717671
2025-03-25 15:59:00,23.626833333332538,35.4499358786489
2025-03-25 16:00:00,38.20850000000025,35.257788317296985
2025-03-25 16:01:00,44.08400000000002,40.72744458384538
2025-03-25 16:02:00,50.29999999999957,40.86549986143619
2025-03-25 16:03:00,50.29999999999957,41.00143182340929
2025-03-25 16:04:00,50.29999999999957,41.15792842279938
2025-03-25 16:05:00,50.29999999999957,41.25190505357779
2025-03-25 16:06:00,50.29999999999957,41.30453171265928
2025-03-25 16:07:00,50.29999999999957,41.44141224383943
2025-03-25 16:08:00,50.29999999999957,41.544749312922235
2025-03-25 16:09:00,50.29999999999957,41.507155403441416
2025-03-25 16:10:00,50.29999999999957,41.38008963531516
2025-03-25 16:11:00,50.29999999999957,41.24497546975734
2025-03-25 16:12:00,50.29999999999957,41.14388576456084
2025-03-25 16:13:00,50.29999999999957,41.076164699026634
2025-03-25 16:14:00,50.29999999999957,41.06946131285639
2025-03-25 16:15:00,50.29999999999957,40.97661737442571
2025-03-25 16:16:00,50.29999999999957,40.950200993545785
2025-03-25 16:17:00,50.29999999999957,40.90024076317862
2025-03-25 16:18:00,50.29999999999957,40.85505270588977
2025-03-25 16:19:00,50.29999999999957,40.87194792252273
2025-03-25 16:20:00,50.29999999999957,40.98382594056159
2025-03-25 16:21:00,50.29999999999957,40.97080940567616
2025-03-25 16:22:00,50.29999999999957,40.991059996042594
2025-03-25 16:23:00,50.29999999999957,40.86312404390296
2025-03-25 16:24:00,50.29999999999957,40.625298198975045
2025-03-25 16:25:00,50.29999999999957,40.40248062995441
2025-03-25 16:26:00,50.29999999999957,40.05971510158062
2025-03-25 16:27:00,50.29999999999957,39.80426150100187
2025-03-25 16:28:00,50.29999999999957,39.708466642770595
2025-03-25 16:29:00,50.29999999999957,39.51744417303444
2025-03-25 16:30:00,50.29999999999957,39.31587264371901
2025-03-25 16:31:00,50.29999999999957,51.1527141207669
2025-03-25 16:32:00,50.29999999999957,50.70000723975744
2025-03-25 16:33:00,50.29999999999957,50.24377866642597
2025-03-25 16:34:00,50.29999999999957,49.798536940688834
2025-03-25 16:35:00,50.29999999999957,49.38723757305813
2025-03-25 16:36:00,50.29999999999957,49.03915515788864
2025-03-25 16:37:00,50.29999999999957,48.75150900051552
2025-03-25 16:38:00,50.29999999999957,48.502739039818394
2025-03-25 16:39:00,50.29999999999957,48.33659563453038
2025-03-25 16:40:00,50.29999999999957,48.2301266366704
2025-03-25 16:41:00,50.29999999999957,48.13591713116983
2025-03-25 16:42:00,50.29999999999957,48.06684888179148
2025-03-25 16:43:00,50.29999999999957,47.95138766103652
2025-03-25 16:44:00,50.29999999999957,47.8123041352031
2025-03-25 16:45:00,37.22699999999937,47.68050688835775
2025-03-25 16:46:00,19.929833333332727,47.50992130457686
2025-03-25 16:47:00,8.98316666666671,47.34017030809135
2025-03-25 16:48:00,1.0509999999997726,47.14420281006196
2025-03-25 16:49:00,-1.2590000000006134,46.930708089806345
2025-03-25 16:50:00,-1.3399999999994487,46.70155598913109
2025-03-25 16:51:00,-1.3399999999994487,46.52273993661326
2025-03-25 16:52:00,-1.3399999999994487,46.375223583781654
2025-03-25 16:53:00,-1.3399999999994487,46.26756828706384
2025-03-25 16:54:00,-1.3399999999994487,46.23078371967479
2025-03-25 16:55:00,-1.3399999999994487,46.217672392259104
2025-03-25 16:56:00,-1.3399999999994487,46.19519342310951
2025-03-25 16:57:00,-1.3399999999994487,46.214445343577864
2025-03-25 16:58:00,-1.3399999999994487,46.24014013980705
2025-03-25 16:59:00,-1.3399999999994487,46.17716481024015
2025-03-25 17:00:00,-1.3399999999994487,46.06638896688258
2025-03-25 17:01:00,-1.3399999999994487,-10.375833393780846
2025-03-25 17:02:00,-1.3399999999994487,-8.82640114203181
2025-03-25 17:03:00,-1.3399999999994487,-7.1163388166274855
2025-03-25 17:04:00,-1.3399999999994487,-5.550045253408185
2025-03-25 17:05:00,-1.3399999999994487,-3.908007015585188
2025-03-25 17:06:00,-1.3399999999994487,-2.5065024061485355
2025-03-25 17:07:00,-1.3399999999994487,-1.2985119060205967
2025-03-25 17:08:00,-1.3399999999994487,-0.5130415128386653
2025-03-25 17:09:00,-1.3399999999994487,0.1466554483798762
2025-03-25 17:10:00,-1.3399999999994487,0.7589268998646215
2025-03-25 17:11:00,-11.528000000000562,1.1114132092454219
2025-03-25 17:12:00,-26.809999999999675,1.1925825480220806
2025-03-25 17:13:00,-26.809999999999675,1.1287914203962361
2025-03-25 17:14:00,-26.809999999999675,1.3561543020864941
2025-03-25 17:15:00,-26.809999999999675,1.6250040985499679
2025-03-25 17:16:00,-26.809999999999675,2.1351457027888836
2025-03-25 17:17:00,-26.809999999999675,2.632623911604737
2025-03-25 17:18:00,-26.809999999999675,3.2073612732829773
2025-03-25 17:19:00,-26.809999999999675,3.7595132017986272
2025-03-25 17:20:00,-26.809999999999675,4.273159673454679
2025-03-25 17:21:00,-26.809999999999675,4.76419589331948
2025-03-25 17:22:00,-26.809999999999675,4.958441190079379
2025-03-25 17:23:00,-26.809999999999675,4.919917038302597
2025-03-25 17:24:00,-26.809999999999675,4.875923284890341
2025-03-25 17:25:00,-26.809999999999675,4.983453082380752
2025-03-25 17:26:00,-26.809999999999675,4.987071798140898
2025-03-25 17:27:00,-26.809999999999675,5.130291676087095
2025-03-25 17:28:00,-26.809999999999675,5.1587131539726485
2025-03-25 17:29:00,-26.809999999999675,5.280079949717073
2025-03-25 17:30:00,-26.809999999999675,5.371984609296016
2025-03-25 17:31:00,-17.4710000000005,-13.29928381089917
2025-03-25 17:32:00,-1.3399999999994487,-11.711696119958209
2025-03-25 17:33:00,-1.3399999999994487,-10.822473268554331
2025-03-25 17:34:00,-1.3399999999994487,-9.57593336289632
2025-03-25 17:35:00,-1.3399999999994487,-8.659993235494271
2025-03-25 17:36:00,-1.3399999999994487,-6.844443404901145
2025-03-25 17:37:00,-1.3399999999994487,-4.902542494655903
2025-03-25 17:38:00,-1.3399999999994487,-3.9734689245594565
2025-03-25 17:39:00,-1.3399999999994487,-3.1576437960913015
2025-03-25 17:40:00,-1.3399999999994487,-2.7790200080870076
2025-03-25 17:41:00,-1.3399999999994487,-2.22541789996859
2025-03-25 17:42:00,-1.3399999999994487,-1.9360522055407892
2025-03-25 17:43:00,-1.304000000000156,-1.9197515472113365
2025-03-25 17:44:00,-0.4209999999993573,-1.9556030584992772
2025-03-25 17:45:00,3.7488333333327506,-2.1256178519415236
2025-03-25 17:46:00,9.248333333332708,-1.7074624537256338
2025-03-25 17:47:00,17.634833333333894,-1.075557875264974
2025-03-25 17:48:00,25.269333333333744,-0.4894034525742922
2025-03-25 17:49:00,43.244000000000035,0.29520266508887033
2025-03-25 17:50:00,50.29999999999957,1.0928761374936955
2025-03-25 17:51:00,47.22952380952331,1.7160332520393486
2025-03-25 17:52:00,44.15904761904705,1.7682800513134493
2025-03-25 17:53:00,50.29999999999957,1.5614856810750806
2025-03-25 17:54:00,47.10800000000031,1.654172146897406
2025-03-25 17:55:00,40.21999999999974,1.5829253428566648
2025-03-25 17:56:00,40.403499999999525,1.7264870185026124
2025-03-25 17:57:00,43.89000000000051,1.951668950185434
2025-03-25 17:58:00,43.841154244306004,2.0674632449711363
2025-03-25 17:59:00,43.7923084886132,2.3498964413291445
2025-03-25 18:00:00,43.743462732918694,2.407063199118093
2025-03-25 18:01:00,43.69461697722589,40.514277118096075
2025-03-25 18:02:00,43.64577122153138,40.574018879609866
2025-03-25 18:03:00,43.59692546583858,40.65209238968228
2025-03-25 18:04:00,43.54807971014407,40.703953699308336
2025-03-25 18:05:00,43.49923395445126,40.73145606135502
2025-03-25 18:06:00,43.45038819875846,40.717112103075415
2025-03-25 18:07:00,43.40154244306395,40.78606384198308
2025-03-25 18:08:00,43.35269668737115,40.84410752960774
2025-03-25 18:09:00,43.30385093167664,40.75464364417982
2025-03-25 18:10:00,43.25500517598384,40.57760212602071
2025-03-25 18:11:00,43.20615942028933,40.39605323671576
2025-03-25 18:12:00,43.15731366459653,40.23899378529819
2025-03-25 18:13:00,43.10846790890202,40.089044958397054
2025-03-25 18:14:00,43.05962215320922,39.97317608192201
2025-03-25 18:15:00,43.01077639751471,39.790887255136795
2025-03-25 18:16:00,42.9619306418219,39.60207227652023
2025-03-25 18:17:00,42.9130848861291,39.42124755066591
2025-03-25 18:18:00,42.86423913043459,39.31914396948981
2025-03-25 18:19:00,42.81539337474179,39.21299469619562
2025-03-25 18:20:00,42.76654761904728,39.351240476317216
2025-03-25 18:21:00,42.71770186335448,39.296014659141235
2025-03-25 18:22:00,42.66885610765997,39.17079821310442
2025-03-25 18:23:00,42.62001035196717,39.06744895347258
2025-03-25 18:24:00,42.57116459627266,38.913748787507444
2025-03-25 18:25:00,42.52231884057986,38.652414504575276
2025-03-25 18:26:00,42.47347308488535,38.20379553621657
2025-03-25 18:27:00,42.42462732919254,37.83165146792243
2025-03-25 18:28:00,42.37578157349974,37.719120427211855
2025-03-25 18:29:00,42.32693581780523,37.47900945887078
2025-03-25 18:30:00,42.278090062112426,37.343477492592235
2025-03-25 18:31:00,42.22924430641792,40.5294849778913
2025-03-25 18:32:00,42.180398550725116,40.28368057061971
2025-03-25 18:33:00,42.13155279503061,40.18798612905046
2025-03-25 18:34:00,42.082707039337805,39.972907128102115
2025-03-25 18:35:00,42.0338612836433,39.78428445672099
2025-03-25 18:36:00,41.985015527950495,39.34156284042708
2025-03-25 18:37:00,41.93616977225598,39.04811621865557
2025-03-25 18:38:00,41.88732401656318,38.6399072182424
2025-03-25 18:39:00,41.838478260870374,38.17687066557381
2025-03-25 18:40:00,41.78963250517587,37.731519252324674
2025-03-25 18:41:00,41.740786749483064,37.235313470171896
2025-03-25 18:42:00,41.691940993788556,35.642089886937455
2025-03-25 18:43:00,41.64309523809575,33.903654064100785
2025-03-25 18:44:00,41.594249482401246,33.64103447034826
2025-03-25 18:45:00,41.54540372670844,33.307121141918124
2025-03-25 18:46:00,41.496557971013935,33.860785967631585
2025-03-25 18:47:00,41.44771221532113,33.33882761858857
2025-03-25 18:48:00,41.39886645962662,33.621798704238834
2025-03-25 18:49:00,41.350020703933815,33.03158032724517
2025-03-25 18:50:00,41.30117494824101,32.35857266051373
2025-03-25 18:51:00,41.252329192546505,31.897336677140736
2025-03-25 18:52:00,41.2034834368537,32.244792356842
2025-03-25 18:53:00,41.154637681159194,31.946478361210644
2025-03-25 18:54:00,41.10579192546639,31.764719804034563
2025-03-25 18:55:00,41.056946169771884,31.347211349293833
2025-03-25 18:56:00,41.00810041407908,30.705510714830393
2025-03-25 18:57:00,40.95925465838457,29.763138596937196
2025-03-25 18:58:00,40.91040890269176,29.690623926387453
2025-03-25 18:59:00,40.861563146997256,29.052568613292323
2025-03-25 19:00:00,40.81271739130445,27.8734191768114
2025-03-25 19:01:00,40.763871635609945,41.26371352266203
2025-03-25 19:02:00,40.71502587991714,41.01858819533324
